"no_emp","birth_date","first_name","last_name","gender","hire_date","job_title"
30514,"1953-08-21","Leon","Rouquie","M","1999-07-12","Engineer"
30608,"1956-10-09","Geoffry","Luks","M","1998-07-23","Staff"
30695,"1965-01-08","Gudjon","Majewski","M","1999-10-26","Senior Engineer"
30784,"1954-03-13","Along","Griswold","M","1998-04-30","Staff"
30806,"1954-07-18","Leen","Furudate","M","1998-03-03","Engineer"
30826,"1963-06-21","Yoshimitsu","Rajaraman","M","1998-05-27","Staff"
30840,"1960-04-23","Luise","Demeyer","F","1998-09-15","Staff"
30841,"1964-04-03","Holgard","Dulay","F","1998-02-22","Senior Staff"
30889,"1959-08-07","Heekeun","Sevcikova","F","1998-03-31","Staff"
30896,"1956-09-02","Adib","Krohm","M","1998-10-16","Engineer"
30961,"1963-08-20","Arunas","Grospietsch","M","1998-05-08","Assistant Engineer"
30989,"1955-10-09","Fumitake","Crooks","M","1999-08-06","Engineer"
31045,"1961-08-01","Masami","Bratten","M","1998-05-02","Engineer"
31102,"1956-11-05","Breannda","Yetto","M","1998-10-15","Staff"
31121,"1957-08-17","Chaosheng","Peres","M","1998-01-10","Senior Engineer"
31229,"1957-01-07","Slavian","Pfau","M","1998-09-15","Engineer"
31278,"1952-10-24","Chaosheng","Delaune","M","1998-01-21","Senior Staff"
31361,"1952-08-02","Jouko","Danley","M","1998-04-25","Staff"
31418,"1956-03-13","Herbert","Grospietsch","F","1998-06-19","Staff"
31421,"1954-08-02","Trygve","Mattern","M","1998-09-20","Staff"
31479,"1963-12-05","Gennadi","Taneja","F","1998-08-30","Staff"
31576,"1959-07-02","Eran","Erie","M","1998-11-17","Staff"
31618,"1957-11-01","Susanne","Snedden","M","1998-03-25","Senior Engineer"
31721,"1955-11-15","Erez","Gimbel","M","1998-11-21","Engineer"
31843,"1961-02-23","Goo","Krohn","M","1998-06-30","Engineer"
31853,"1960-10-06","Gila","Ballarin","F","1998-05-05","Engineer"
31930,"1959-03-28","Sivanarayana","Merlo","M","1998-03-22","Staff"
31949,"1961-03-15","Supot","Chorvat","M","1998-12-02","Technique Leader"
31990,"1960-10-11","Martial","Varley","M","1999-04-19","Staff"
32148,"1963-06-07","Kwangjo","Thiran","F","1998-12-02","Engineer"
32173,"1962-02-25","Irena","Harbusch","M","1999-09-22","Staff"
32198,"1960-01-31","Pantung","Stavenow","M","1998-03-01","Staff"
32356,"1958-11-07","Akemi","Murtagh","M","1998-10-23","Senior Engineer"
32498,"1964-09-06","Arvind","Vickson","F","1998-02-05","Engineer"
32504,"1958-09-29","Teunis","Benaini","F","1999-04-17","Senior Staff"
32532,"1958-08-14","Chenxi","Dulli","M","1998-03-25","Engineer"
32545,"1963-03-03","Uta","Lamparter","F","1998-01-30","Engineer"
32548,"1963-05-31","Gilbert","Kolvik","F","1998-09-19","Staff"
32575,"1956-11-20","Leif","Serdy","M","1998-12-31","Engineer"
32630,"1963-09-19","Zhonghui","Miake","M","1999-08-26","Engineer"
32691,"1955-10-19","Ghassan","Simmen","F","1999-03-07","Staff"
32715,"1956-11-06","Nathalie","Percebois","M","1998-10-14","Engineer"
32729,"1959-08-03","Gino","Werthner","F","1998-05-13","Engineer"
32788,"1958-10-01","Zhaofang","Janetzko","F","1999-10-29","Senior Engineer"
32800,"1956-08-31","Branimir","Gips","M","1998-08-07","Staff"
32812,"1955-12-10","Manibrata","Serot","M","1998-05-20","Engineer"
32937,"1959-11-10","Jiang","Gelosh","M","1998-03-22","Staff"
32983,"1958-02-21","Randy","Baaz","M","1998-02-21","Staff"
33068,"1961-04-13","True","Garnick","F","1999-01-16","Staff"
33105,"1953-04-06","Stafford","Bergere","F","1998-03-22","Engineer"
33131,"1952-02-02","Reinhold","Savasere","M","1998-01-30","Engineer"
33214,"1964-01-12","Gor","Peternell","M","1999-09-19","Engineer"
33277,"1964-06-29","Huican","Tempesti","M","1999-05-22","Engineer"
33359,"1955-03-10","Emdad","Berztiss","F","1999-07-05","Staff"
33363,"1954-03-16","Volkmar","Bugaenko","M","1998-12-27","Senior Engineer"
33389,"1956-02-28","Kristine","Kabayashi","M","1998-01-06","Staff"
33480,"1964-02-20","Horward","Rubsam","M","1998-03-13","Engineer"
33534,"1964-10-12","Francoise","Validov","M","1999-08-08","Staff"
33545,"1955-11-11","Yinghua","Daescu","F","1998-06-23","Staff"
33615,"1960-11-30","Ortrud","Riesenhuber","F","1998-06-22","Staff"
33622,"1958-01-11","Angel","Barvinok","M","1998-05-21","Engineer"
33639,"1961-09-07","Mads","Decaestecker","F","1999-02-21","Engineer"
33689,"1964-08-16","Chenye","Zedlitz","M","1998-03-21","Staff"
33865,"1961-01-26","Khaled","Delgrossi","M","1998-04-17","Staff"
33889,"1957-02-01","Debaprosad","Marrakchi","M","1998-10-23","Assistant Engineer"
33900,"1955-07-10","Youssef","Hettesheimer","M","1998-05-12","Engineer"
33936,"1952-12-25","Khun","Bernini","M","1999-08-31","Senior Engineer"
33939,"1956-03-08","Fayez","Kinley","F","1998-04-25","Senior Engineer"
33940,"1955-01-17","Mostafa","Munos","F","1999-06-21","Engineer"
33960,"1963-11-20","Weijing","Sessa","F","1998-08-08","Engineer"
33968,"1962-03-25","Steen","Hasham","F","1998-06-19","Senior Staff"
33974,"1964-04-29","Hyuckchul","Slutz","M","1998-09-21","Senior Engineer"
33979,"1961-08-05","Saeko","Worfolk","F","1999-04-04","Senior Engineer"
34020,"1952-10-11","Susanna","Encarnacion","F","1999-02-12","Senior Engineer"
34035,"1957-10-28","Weiru","Sifakis","M","1998-03-11","Senior Engineer"
34131,"1953-03-22","Yakkov","Shrader","F","1998-03-09","Engineer"
34235,"1960-08-11","Pintsang","Ratzlaff","M","1998-02-05","Staff"
34251,"1958-01-25","Katsuo","Thorensen","M","1998-11-24","Engineer"
34359,"1962-03-15","Tsuneo","Baer","M","1998-06-07","Senior Staff"
34415,"1956-04-07","Kazuhisa","Pulkowski","F","1998-06-28","Engineer"
34457,"1960-04-13","Suebskul","Felcyn","M","1998-03-21","Staff"
34504,"1963-02-12","Tadahiko","Fortenbacher","F","1998-10-02","Staff"
34513,"1962-03-08","Foong","Halevi","M","1999-08-03","Staff"
34539,"1953-04-17","Taiji","Oskamp","M","1998-09-14","Senior Staff"
34659,"1962-05-09","Abdulla","Mondadori","F","1999-01-18","Assistant Engineer"
34666,"1954-03-10","Jiong","Rehfuss","F","1998-06-21","Staff"
34702,"1961-09-20","Denny","Eppinger","M","1999-08-03","Senior Engineer"
34739,"1953-12-05","Arra","Collavizza","F","1998-08-03","Staff"
34782,"1964-10-03","Eishiro","Hardjono","F","1999-05-21","Staff"
34832,"1960-01-25","Florina","Mullainathan","F","1998-07-28","Staff"
34841,"1962-07-19","Lijia","Tempesti","M","1998-04-14","Engineer"
34971,"1958-02-25","Ayonca","Marshall","F","1998-10-19","Senior Engineer"
35002,"1952-08-04","Debatosh","Katiyar","F","1999-07-20","Staff"
35030,"1960-05-13","Guenter","Mersereau","F","1999-04-22","Engineer"
35108,"1955-03-17","Georgi","Dratva","F","1998-02-05","Staff"
35128,"1959-05-06","Jianhao","Saoudi","F","1999-10-12","Senior Staff"
35176,"1954-12-16","Jiafu","Wilharm","M","1998-03-05","Senior Staff"
35204,"1962-01-28","Vasiliy","Crouzet","M","1998-01-20","Assistant Engineer"
35302,"1957-08-11","Sukumar","Aseltine","M","1998-08-05","Engineer"
35308,"1953-12-04","Ulf","Pargas","M","1999-04-11","Engineer"
35384,"1964-01-24","Yonghong","Kornatzky","M","1999-10-28","Staff"
35388,"1961-04-25","Gopalakrishnan","Merle","M","1998-04-01","Staff"
35396,"1960-01-10","Masoud","Azevdeo","F","1999-04-04","Assistant Engineer"
35403,"1954-09-03","Murthy","Osgood","M","1998-05-12","Senior Engineer"
35412,"1958-05-22","Kenroku","Yemenis","M","1998-08-26","Staff"
35505,"1955-02-27","Barry","Sessa","F","1998-08-09","Staff"
35527,"1960-07-15","Nevio","DeMori","F","1999-01-13","Staff"
35590,"1958-07-25","Kankanahalli","Bergere","M","1998-04-04","Assistant Engineer"
35593,"1964-11-25","Radhika","Falster","F","1998-03-13","Engineer"
35600,"1962-07-29","Parviz","Benzaken","F","1999-03-30","Engineer"
35616,"1956-11-15","Yonghong","Kaltofen","F","1999-03-17","Staff"
35771,"1958-09-11","Arno","Tokunaga","M","1999-01-10","Senior Staff"
35813,"1963-02-24","Gay","Bardell","M","1998-07-17","Technique Leader"
35822,"1960-02-23","Pasqua","Etalle","F","1998-11-06","Engineer"
35976,"1954-04-16","Hongzue","Fujisaki","M","1998-01-21","Staff"
35992,"1953-02-12","Akemi","Gadepally","M","1998-02-24","Engineer"
36084,"1960-05-27","Adin","Swen","M","1998-08-05","Engineer"
36089,"1954-03-07","Takahira","Garigliano","M","1998-03-26","Senior Engineer"
36188,"1961-04-05","Cheong","Hiyoshi","M","1998-10-18","Staff"
36249,"1962-01-04","Atreyi","Hasham","F","1998-11-29","Engineer"
36264,"1953-03-31","Sariel","Aamodt","M","1998-05-06","Staff"
36276,"1957-09-15","Sangeeta","Gladwell","M","1999-01-25","Staff"
36285,"1963-11-29","Karsten","Jording","F","1999-11-13","Engineer"
36307,"1963-01-29","Sreenivas","Yoshizawa","M","1998-02-12","Staff"
36325,"1959-10-27","Yunming","Vitiello","M","1999-05-23","Engineer"
36381,"1952-05-26","Chrisa","Auyong","M","1999-01-09","Staff"
36383,"1955-10-19","Gudjon","Krogh","F","1998-01-24","Senior Staff"
36388,"1958-09-03","Kensei","Tramer","M","1998-12-28","Senior Staff"
36426,"1954-01-24","Kendra","Streng","M","1998-05-11","Senior Staff"
36544,"1962-12-04","Mabry","Cyre","M","1998-02-03","Staff"
36608,"1959-07-11","Ranan","Zizka","F","1998-02-22","Staff"
36628,"1963-04-19","Hailing","Welham","M","1999-08-20","Engineer"
36682,"1958-05-08","Geoff","Shobatake","M","1998-06-20","Senior Engineer"
36844,"1965-01-01","Hailing","Levergood","M","1999-07-21","Staff"
36884,"1959-11-06","Florina","Baak","F","1999-02-23","Engineer"
36969,"1959-10-30","Aluzio","Rijckaert","F","1998-12-26","Staff"
37047,"1961-04-25","Yonghong","Itzigehl","M","1999-05-15","Engineer"
37134,"1953-01-10","Souichi","Krupka","F","1998-02-10","Engineer"
37158,"1958-11-13","Shen","Gecsei","M","1998-12-25","Engineer"
37211,"1963-11-08","Pradeep","Daescu","F","1998-07-22","Engineer"
37326,"1962-06-02","Mohit","Nanard","M","1998-07-12","Senior Staff"
37327,"1953-04-12","Marko","Avouris","F","1998-06-30","Senior Engineer"
37342,"1961-09-20","Vesna","Mellouli","F","1998-12-23","Senior Staff"
37403,"1957-08-13","Mahmut","Braccini","M","1998-07-20","Staff"
37483,"1957-09-09","Marsja","Chinal","F","1998-06-08","Engineer"
37799,"1957-01-18","Chaoyi","Glinert","M","1998-10-02","Engineer"
37946,"1964-03-19","Padma","Coney","M","1999-05-14","Staff"
37976,"1953-04-05","Yuichiro","Crooks","F","1998-03-03","Engineer"
38036,"1960-05-09","Subhada","Schwartzbauer","F","1998-01-03","Staff"
38089,"1961-10-09","Rasiah","Perez","M","1998-01-07","Staff"
38134,"1952-09-05","Hatim","Middleton","F","1999-08-17","Staff"
38208,"1961-10-14","Fumiko","Marletta","F","1998-05-01","Staff"
38228,"1963-08-23","Radoslaw","Shigei","M","1998-01-02","Senior Engineer"
38229,"1958-01-10","Slavian","Carrera","M","1998-08-27","Engineer"
38282,"1960-08-27","Atreye","Ginneken","F","1998-05-12","Technique Leader"
38298,"1954-09-12","Hinrich","Krzyzanowski","M","1998-12-05","Senior Staff"
38341,"1959-12-30","Huiqun","Klerer","F","1998-02-07","Senior Engineer"
38350,"1956-04-11","Rosli","Hartvigsen","M","1999-06-15","Engineer"
38396,"1963-04-25","Kazuhiko","Parveen","F","1998-12-31","Engineer"
38444,"1963-11-30","Luerbio","Sinicrope","M","1999-08-16","Staff"
38504,"1964-09-23","Gila","Uehara","M","1998-10-16","Technique Leader"
38659,"1956-08-14","Kwangyoen","Daescu","M","1998-03-07","Staff"
38661,"1960-09-18","Morrie","Furedi","M","1998-11-12","Senior Staff"
38817,"1964-07-04","Douadi","Pashtan","M","1998-08-21","Staff"
38864,"1963-08-10","Vincent","Gill","M","1998-01-13","Engineer"
38866,"1961-01-20","Moss","Bojadziev","F","1998-02-18","Senior Engineer"
39104,"1955-07-17","Anneke","Antonakopoulos","F","1998-09-09","Engineer"
39225,"1962-12-07","Leif","Preusig","M","1999-03-29","Staff"
39306,"1964-05-12","Hidefumi","Fasbender","M","1998-01-18","Staff"
39359,"1957-11-09","Marie","Erni","M","1998-06-04","Engineer"
39440,"1962-06-20","Tzvetan","Aloisi","M","1998-08-10","Engineer"
39459,"1963-03-08","Bojan","Coorg","F","1998-11-20","Staff"
39509,"1962-10-18","Seongbae","Hainaut","M","1998-02-04","Engineer"
39557,"1956-09-28","Hailing","Reinhard","F","1998-01-10","Engineer"
39715,"1961-05-13","Mokhtar","Baba","M","1999-08-22","Engineer"
39843,"1960-05-31","Karsten","Baba","F","1998-04-01","Engineer"
39950,"1958-11-26","Along","Cincotta","F","1999-06-04","Staff"
40033,"1961-09-25","Neelam","Codenie","M","1998-02-11","Engineer"
40054,"1959-01-17","Filipe","Lund","M","1998-07-16","Staff"
40075,"1955-01-18","Geoff","Kropatsch","M","1999-06-18","Engineer"
40120,"1960-10-05","Chiradeep","Dolinsky","F","1998-02-05","Assistant Engineer"
40158,"1954-02-20","Ebbe","Penn","F","1998-12-27","Technique Leader"
40275,"1958-09-26","Shahab","Madeira","F","1998-05-17","Senior Engineer"
40346,"1962-03-26","Frederique","Masada","F","1998-03-17","Technique Leader"
40352,"1963-09-15","Mack","Felder","F","1998-11-09","Staff"
40394,"1955-07-27","Vatsa","Masamoto","M","1998-07-17","Assistant Engineer"
40415,"1956-11-24","Kenton","Gyimothy","M","1998-08-02","Senior Engineer"
40521,"1958-07-26","Aris","Lichtman","M","1998-12-07","Staff"
40564,"1958-08-15","Fuqing","Setiz","M","1998-07-20","Assistant Engineer"
40670,"1957-08-09","Nigel","Journel","F","1998-07-30","Assistant Engineer"
40752,"1953-04-28","Mantis","Verhaegen","M","1999-04-07","Staff"
40758,"1952-10-05","Kaijung","Munro","F","1998-10-07","Engineer"
40785,"1965-01-31","Youpyo","Castellani","M","1998-09-04","Engineer"
40793,"1958-07-29","Mori","Brizzi","F","1999-02-23","Staff"
40852,"1958-07-05","Elzbieta","Reeken","F","1998-07-26","Engineer"
40896,"1953-05-10","Gill","Emiris","M","1998-06-09","Senior Staff"
40957,"1964-04-07","Bogdan","Samarati","M","1999-07-19","Senior Engineer"
40968,"1963-06-06","Shigeaki","Anandan","F","1998-01-19","Engineer"
40970,"1957-06-08","Barton","Christ","F","1998-07-05","Engineer"
41152,"1964-08-11","Tonny","Biran","M","1998-09-05","Technique Leader"
41316,"1962-06-15","Toshiko","Winter","F","1998-01-03","Staff"
41377,"1955-12-05","Eric","Mitzlaff","F","1998-02-22","Staff"
41483,"1959-04-16","Jianhui","Jonsson","M","1999-02-22","Engineer"
41518,"1965-01-11","Keung","Schapiro","F","1998-03-17","Senior Engineer"
41625,"1960-08-18","Morrie","Mandell","F","1998-09-19","Senior Engineer"
41658,"1954-08-24","Mart","Hellwagner","F","1999-06-17","Engineer"
41671,"1953-04-10","Leif","Roison","M","1998-03-28","Senior Staff"
41777,"1961-06-26","Pragnesh","Hockney","F","1998-05-31","Engineer"
41778,"1954-02-20","Atilio","Bahl","M","1998-01-09","Engineer"
41787,"1958-06-13","Kamakshi","Frezza","M","1999-04-03","Staff"
41805,"1963-10-18","Gad","Meriste","F","1999-02-17","Engineer"
41815,"1958-07-11","Quingbo","Basawa","M","1998-09-24","Staff"
41867,"1955-09-10","Tetsurou","Crouzet","M","1998-04-07","Engineer"
41879,"1962-09-03","Gita","Gischer","M","1998-09-24","Engineer"
42034,"1959-06-05","Basil","Coullard","F","1998-12-15","Staff"
42215,"1959-07-17","Theron","Carrere","M","1998-07-20","Staff"
42244,"1961-10-29","Ekawit","Hebden","M","1998-12-28","Engineer"
42292,"1955-05-30","Uri","Foote","M","1998-12-19","Staff"
42330,"1953-03-29","Adil","Tchuente","M","1998-04-15","Engineer"
42359,"1955-08-15","Geoffry","Kalafatis","M","1998-05-29","Staff"
42474,"1955-01-15","Gurbir","Gunderson","M","1998-02-25","Senior Engineer"
42530,"1962-02-17","Masanao","Alvarado","M","1998-06-24","Engineer"
42557,"1958-01-03","Adin","Makrucki","F","1998-06-05","Staff"
42568,"1956-06-12","Horward","Sidou","M","1999-04-07","Senior Engineer"
42571,"1955-03-12","Shahab","Vilarrasa","F","1998-09-21","Senior Staff"
42601,"1958-11-15","Rance","Danner","M","1998-04-24","Engineer"
42672,"1954-07-04","Zsolt","Murtafg","M","1998-05-28","Engineer"
42766,"1957-07-30","Tonia","Foong","M","1999-06-16","Senior Staff"
42827,"1954-05-19","Trygve","Perz","F","1998-09-20","Staff"
42855,"1957-06-18","Ymte","Lorie","F","1999-07-18","Engineer"
42884,"1960-07-18","Paddy","Condotta","M","1998-02-25","Engineer"
42983,"1959-06-02","Chaoyi","Bazzichi","F","1998-06-26","Staff"
43120,"1962-08-17","Arno","Ghandeharizadeh","M","1999-06-16","Engineer"
43169,"1958-05-08","Joydip","Shiratori","F","1998-05-13","Staff"
43199,"1961-09-28","Boutros","Monarch","F","1998-02-10","Technique Leader"
43236,"1959-07-04","Rance","Yemenis","M","1998-04-12","Engineer"
43250,"1952-05-15","Shunichi","Jansen","F","1998-03-03","Staff"
43286,"1953-09-14","Kwangjo","Langford","M","1998-03-21","Technique Leader"
43320,"1960-03-02","Shan","Jording","F","1999-02-24","Assistant Engineer"
43419,"1955-03-21","Hugh","Rijckaert","M","1999-03-25","Senior Engineer"
43434,"1953-07-11","Mikhail","Nishimukai","M","1998-01-09","Staff"
43451,"1952-04-16","Mooi","Kadhim","F","1998-07-15","Senior Staff"
43687,"1958-04-05","Pramod","Gini","M","1998-11-04","Senior Engineer"
43738,"1964-10-25","Dietrich","Bonifati","F","1998-01-26","Engineer"
43774,"1957-10-30","Boguslaw","Kroha","M","1998-03-01","Engineer"
44208,"1961-04-24","Mariangiola","Rouquie","F","1998-01-25","Staff"
44222,"1962-01-25","Leandro","Demir","F","1998-03-15","Staff"
44269,"1962-08-15","Shalesh","Debuse","M","1999-03-24","Engineer"
44277,"1959-09-15","Chenxi","Zhiwei","F","1998-08-10","Staff"
44391,"1962-05-24","Shaowei","Karner","M","1998-09-29","Staff"
44402,"1962-02-21","Rildo","Lorie","M","1999-03-24","Senior Engineer"
44422,"1959-08-19","Sachem","Beerel","M","1998-11-14","Assistant Engineer"
44431,"1954-04-18","Adamantios","Gide","M","1999-09-26","Senior Engineer"
44503,"1953-02-04","Xinan","Francisci","M","1998-09-01","Staff"
44588,"1959-02-27","Serap","Castellani","F","1999-05-13","Engineer"
44638,"1953-04-11","Geraldo","Remmele","F","1998-04-03","Staff"
44723,"1963-06-10","Lidong","Masada","M","1999-06-17","Staff"
44822,"1963-01-08","Tomoyuki","Sifakis","M","1998-04-19","Staff"
44826,"1963-10-13","Saeed","Garrabrants","M","1999-05-10","Staff"
44906,"1958-06-05","Tsutomu","Pappas","F","1999-02-16","Assistant Engineer"
45025,"1958-10-11","Changho","Kenevan","M","1998-07-05","Assistant Engineer"
45184,"1954-12-01","Rosalyn","Velasco","M","1999-04-15","Staff"
45220,"1964-10-04","Caolyn","Senzako","F","1998-06-09","Engineer"
45238,"1963-01-06","Constantine","Emmerich","M","1999-05-31","Engineer"
45253,"1953-03-17","Zhaofang","Barriga","F","1998-04-28","Senior Engineer"
45325,"1962-09-27","Leandro","Marzano","F","1998-03-04","Engineer"
45348,"1962-08-22","Georgi","Nivat","F","1998-08-28","Staff"
45361,"1952-09-03","Frederique","Brookman","M","1999-11-07","Senior Staff"
45461,"1963-02-18","Hitofumi","Otillio","M","1998-09-04","Staff"
45495,"1952-09-27","Mechthild","Mellouli","F","1999-01-13","Assistant Engineer"
45500,"1963-09-19","Randy","Panwar","F","1998-08-07","Staff"
45522,"1953-08-14","Pradeep","Bardell","M","1998-08-25","Engineer"
45766,"1955-03-23","Elrique","Tanemo","M","1998-11-02","Staff"
45848,"1962-01-06","JiYoung","Sherertz","M","1998-08-23","Senior Staff"
45870,"1964-01-15","Lene","Felder","F","1998-05-26","Staff"
45874,"1963-08-30","Takahito","Speek","F","1999-02-11","Senior Engineer"
45931,"1957-11-01","Rutger","Swick","M","1998-08-30","Senior Engineer"
45949,"1964-12-17","Shrikanth","Daescu","F","1998-11-30","Engineer"
46044,"1955-08-17","Van","Strooper","M","1998-02-08","Senior Engineer"
46094,"1957-01-07","Martien","Ramsey","F","1999-04-25","Staff"
46165,"1960-09-21","Emran","Penn","F","1998-02-05","Engineer"
46237,"1961-04-03","Fusako","Sigstam","M","1999-02-10","Engineer"
46240,"1961-07-26","Iara","Pillow","F","1998-01-15","Senior Engineer"
46273,"1954-05-15","Gennadi","Halevi","M","1998-05-18","Senior Staff"
46321,"1952-02-05","Weicheng","Yamaashi","F","1998-11-25","Staff"
46329,"1958-11-20","Murthy","Bruckman","F","1998-12-26","Assistant Engineer"
46337,"1963-08-29","Subir","Parfitt","M","1998-10-24","Senior Staff"
46338,"1960-10-16","Qingxiang","Ravishankar","F","1998-06-10","Senior Engineer"
46350,"1962-12-19","Josyula","Sabnani","M","1998-04-26","Engineer"
46361,"1964-08-30","Mang","Engberts","F","1998-03-27","Senior Staff"
46368,"1960-03-02","Jaewon","Valtorta","F","1999-04-04","Staff"
46422,"1961-04-04","Satyanarayana","Ulupinar","F","1998-01-25","Senior Staff"
46489,"1960-11-06","Goncalo","Baba","F","1998-05-18","Engineer"
46570,"1961-01-13","Pranav","Zhang","M","1998-02-27","Staff"
46608,"1954-04-06","Sreenivas","Janetzko","M","1998-10-31","Engineer"
